"corpus","user/mw0000/archiwa_spoleczne"
"subcorpus","-"
Item,Frequency,Relative frequency,DOCF,Relative DOCF
"zarazić",4,7.73053,4,2.16216
"odzyskiwać",4,7.73053,4,2.16216
"zarzucić",4,7.73053,2,1.08108
"zasiadać",4,7.73053,3,1.62162
"gen.",4,7.73053,2,1.08108
"zesłać",4,7.73053,4,2.16216
"zasobić",4,7.73053,3,1.62162
"przestudiować",4,7.73053,1,0.54054
"niepodległa",4,7.73053,2,1.08108
"przynależeć",4,7.73053,2,1.08108
"zmierzyć",4,7.73053,4,2.16216
"zaufać",4,7.73053,3,1.62162
"zawarłam",4,7.73053,1,0.54054
"zobowiązywać",4,7.73053,4,2.16216
"dodaliśmy",4,7.73053,1,0.54054
"prześledzić",4,7.73053,3,1.62162
"zrażać",4,7.73053,1,0.54054
"zburzyć",4,7.73053,4,2.16216
"zanikać",4,7.73053,4,2.16216
"przybywać",4,7.73053,3,1.62162
"por.",4,7.73053,2,1.08108
"przyzwyczaić",4,7.73053,2,1.08108
"zdiagnozować",4,7.73053,3,1.62162
"przygotowaliśmy",4,7.73053,4,2.16216
"zestandaryzować",4,7.73053,1,0.54054
"grozić",4,7.73053,4,2.16216
"przypadać",4,7.73053,4,2.16216
"przypaść",4,7.73053,3,1.62162
"orientować",4,7.73053,4,2.16216
"rekonstruować",4,7.73053,3,1.62162
"domagać",4,7.73053,2,1.08108
"zmniejszać",4,7.73053,3,1.62162
"odesłać",4,7.73053,1,0.54054
"obronić",4,7.73053,1,0.54054
"przysparzać",4,7.73053,2,1.08108
"rozbić",4,7.73053,1,0.54054
"rozciągnąć",4,7.73053,3,1.62162
"inwentaryzować",4,7.73053,4,2.16216
"rozliczać",4,7.73053,2,1.08108
"zobrazować",4,7.73053,4,2.16216
"zrealizowaliśmy",4,7.73053,2,1.08108
"ignorować",4,7.73053,3,1.62162
"odnawiać",4,7.73053,2,1.08108
"rozpraszać",4,7.73053,4,2.16216
"rozprowadzać",4,7.73053,1,0.54054
"rozróżniać",4,7.73053,2,1.08108
"rozsiać",4,7.73053,3,1.62162
"zrujnować",4,7.73053,3,1.62162
"zanalizować",4,7.73053,3,1.62162
"odszukać",4,7.73053,2,1.08108
"zważyć",4,7.73053,2,1.08108
"odsłuchać",4,7.73053,3,1.62162
"odsłuchiwać",4,7.73053,2,1.08108
"rzucić",4,7.73053,4,2.16216
"in.",4,7.73053,3,1.62162
"odbudować",4,7.73053,4,2.16216
"scrollowanie",4,7.73053,4,2.16216
"odwracać",4,7.73053,3,1.62162
"pójść",4,7.73053,3,1.62162
"przemilczeć",4,7.73053,3,1.62162
"sieciowania",4,7.73053,4,2.16216
"skatalogować",4,7.73053,4,2.16216
"odczuwać",4,7.73053,3,1.62162
"ogniskować",3,5.79790,3,1.62162
"skreślić",3,5.79790,1,0.54054
"skrystalizować",3,5.79790,2,1.08108
"skrócić",3,5.79790,2,1.08108
"skutkować",3,5.79790,3,1.62162
"okroić",3,5.79790,2,1.08108
"opanować",3,5.79790,2,1.08108
"sponsorować",3,5.79790,2,1.08108
"spotkaliśmy",3,5.79790,3,1.62162
"opiniować",3,5.79790,3,1.62162
"dostosowywać",3,5.79790,3,1.62162
"spływać",3,5.79790,3,1.62162
"dostęp",3,5.79790,3,1.62162
"opublikowaliśmy",3,5.79790,3,1.62162
"konkurować",3,5.79790,3,1.62162
"konserwować",3,5.79790,3,1.62162
"konsolidować",3,5.79790,1,0.54054
"cofać",3,5.79790,3,1.62162
"organizowaliśmy",3,5.79790,3,1.62162
"tzn.",3,5.79790,2,1.08108
"stykać",3,5.79790,3,1.62162
"osiedlić",3,5.79790,2,1.08108
"swł",3,5.79790,1,0.54054
"braliśmy",3,5.79790,3,1.62162
"szerzyć",3,5.79790,2,1.08108
"słynąć",3,5.79790,2,1.08108
"tańczyć",3,5.79790,3,1.62162
"otrzymałam",3,5.79790,2,1.08108
"ożenić",3,5.79790,2,1.08108
"tętnić",3,5.79790,1,0.54054
"kpt.",3,5.79790,1,0.54054
"paginować",3,5.79790,3,1.62162
"uchwalać",3,5.79790,2,1.08108
"uciec",3,5.79790,2,1.08108
"uciekać",3,5.79790,3,1.62162
"krzyżować",3,5.79790,1,0.54054
"uciąć",3,5.79790,2,1.08108
"udziedzicznić",3,5.79790,1,0.54054
"pierdolić",3,5.79790,2,1.08108
"pilnować",3,5.79790,3,1.62162
"kupić",3,5.79790,2,1.08108
"ujrzeć",3,5.79790,3,1.62162
"kurczyć",3,5.79790,3,1.62162
"umacniać",3,5.79790,2,1.08108
"pobudzić",3,5.79790,3,1.62162
"uobecniać",3,5.79790,2,1.08108
"uogólniać",3,5.79790,1,0.54054
"poczynić",3,5.79790,3,1.62162
"czułam",3,5.79790,2,1.08108
"legalizować",3,5.79790,2,1.08108
"lekceważyć",3,5.79790,2,1.08108
"uprawnić",3,5.79790,3,1.62162
"uprzedzić",3,5.79790,2,1.08108
"urodziłam",3,5.79790,3,1.62162
"urządzać",3,5.79790,3,1.62162
"usiąść",3,5.79790,3,1.62162
"usprawnić",3,5.79790,3,1.62162
"ustanawiać",3,5.79790,2,1.08108
"podklejać",3,5.79790,2,1.08108
"podpowiadać",3,5.79790,3,1.62162
"podpowiedzieć",3,5.79790,2,1.08108
"uwiarygodnić",3,5.79790,3,1.62162
"magazynować",3,5.79790,3,1.62162
"maleć",3,5.79790,2,1.08108
"podziać",3,5.79790,2,1.08108
"podziwiać",3,5.79790,3,1.62162
"ds.",3,5.79790,3,1.62162
"uzyskałam",3,5.79790,1,0.54054
"pogodzić",3,5.79790,3,1.62162
"uśrednić",3,5.79790,1,0.54054
"użyczać",3,5.79790,2,1.08108
"pojechać",3,5.79790,2,1.08108
"warunkować",3,5.79790,2,1.08108
"wezwać",3,5.79790,3,1.62162
"as-y",3,5.79790,2,1.08108
"wizytować",3,5.79790,2,1.08108
"polecić",3,5.79790,3,1.62162
"wkleić",3,5.79790,3,1.62162
"polepszać",3,5.79790,1,0.54054
"dystrybuować",3,5.79790,1,0.54054
"wnieść",3,5.79790,2,1.08108
"wrzucić",3,5.79790,3,1.62162
"mnożyć",3,5.79790,3,1.62162
"modelować",3,5.79790,3,1.62162
"współistnieć",3,5.79790,3,1.62162
"mobilizować",3,5.79790,3,1.62162
"wstąpić",3,5.79790,3,1.62162
"modyfikować",3,5.79790,3,1.62162
"wybrałam",3,5.79790,2,1.08108
"wyczytać",3,5.79790,3,1.62162
"porysować",3,5.79790,2,1.08108
"wybrzmiewać",3,5.79790,3,1.62162
"popracować",3,5.79790,2,1.08108
"dzierżawić",3,5.79790,2,1.08108
"wydzielać",3,5.79790,3,1.62162
"wyczerpywać",3,5.79790,3,1.62162
"musiałam",3,5.79790,2,1.08108
"postanowiliśmy",3,5.79790,3,1.62162
"byśmy",3,5.79790,1,0.54054
"wykrywać",3,5.79790,2,1.08108
"powierzać",3,5.79790,2,1.08108
"potoczyć",3,5.79790,2,1.08108
"wykładać",3,5.79790,3,1.62162
"wyliczyć",3,5.79790,3,1.62162
"autoryzować",3,5.79790,2,1.08108
"wyludniać",3,5.79790,3,1.62162
"nabierać",3,5.79790,3,1.62162
"nabrać",3,5.79790,2,1.08108
"wyobrażać",3,5.79790,2,1.08108
"nadążać",3,5.79790,1,0.54054
"deprecjonować",3,5.79790,2,1.08108
"powieść",3,5.79790,2,1.08108
"pozować",3,5.79790,2,1.08108
"wyprzedzać",3,5.79790,2,1.08108
"nadchodzić",3,5.79790,3,1.62162
"powracać",3,5.79790,3,1.62162
"wypływać",3,5.79790,3,1.62162
"poświadczyć",3,5.79790,2,1.08108
"egzekwować",3,5.79790,2,1.08108
"powstrzymać",3,5.79790,3,1.62162
"deportować",3,5.79790,3,1.62162
"eksperymentować",3,5.79790,2,1.08108
"emitować",3,5.79790,2,1.08108
"wysnuwać",3,5.79790,3,1.62162
"poz.",3,5.79790,1,0.54054
"erygować",3,5.79790,1,0.54054
"wystrzegać",3,5.79790,2,1.08108
"eksploatować",3,5.79790,1,0.54054
"eliminować",3,5.79790,2,1.08108
"wysłuchiwać",3,5.79790,3,1.62162
"zaciekawić",3,5.79790,2,1.08108
"nakreślić",3,5.79790,2,1.08108
"zaczynaliśmy",3,5.79790,3,1.62162
"pożądać",3,5.79790,3,1.62162
"fatygować",3,5.79790,3,1.62162
"produkować",3,5.79790,3,1.62162
"zagospodarowywać",3,5.79790,2,1.08108
"przedrukowywać",3,5.79790,3,1.62162
"ykuł",3,5.79790,1,0.54054
"narzucić",3,5.79790,2,1.08108
"firmować",3,5.79790,2,1.08108
"zakochać",3,5.79790,3,1.62162
"ewakuować",3,5.79790,3,1.62162
"zabraknąć",3,5.79790,3,1.62162
"zachwiać",3,5.79790,2,1.08108
"prowokować",3,5.79790,1,0.54054
"nasuwać",3,5.79790,3,1.62162
"natknąć",3,5.79790,3,1.62162
"natrafiać",3,5.79790,3,1.62162
"rość",3,5.79790,1,0.54054
"zaczęłam",3,5.79790,2,1.08108
"narobić",3,5.79790,2,1.08108
"zagrabić",3,5.79790,1,0.54054
"przepełnić",3,5.79790,3,1.62162
"naładować",3,5.79790,2,1.08108
"zakazywać",3,5.79790,2,1.08108
"naśladować",3,5.79790,1,0.54054
"narodzić",3,5.79790,3,1.62162
"zajrzeć",3,5.79790,3,1.62162
"zakomunikować",3,5.79790,1,0.54054
"nastać",3,5.79790,3,1.62162
"zakwalifikować",3,5.79790,3,1.62162
"zasiedlać",3,5.79790,1,0.54054
"dobierać",3,5.79790,2,1.08108
"przesunąć",3,5.79790,3,1.62162
"naszkicować",3,5.79790,3,1.62162
"zamrozić",3,5.79790,1,0.54054
"zanurzyć",3,5.79790,2,1.08108
"zaparkować",3,5.79790,3,1.62162
"przeładować",3,5.79790,3,1.62162
"załadować",3,5.79790,3,1.62162
"zaprowadzić",3,5.79790,3,1.62162
"zarażać",3,5.79790,3,1.62162
"żywić",3,5.79790,2,1.08108
"przeprowadzałam",3,5.79790,2,1.08108
"zaskoczyć",3,5.79790,3,1.62162
"zestawiać",3,5.79790,3,1.62162
"zewrzeć",3,5.79790,2,1.08108
"przyjęliśmy",3,5.79790,3,1.62162
"zaspokajać",3,5.79790,2,1.08108
"grupować",3,5.79790,2,1.08108
"zastrzegać",3,5.79790,1,0.54054
"zintensyfikować",3,5.79790,3,1.62162
"zaszkodzić",3,5.79790,2,1.08108
"zasłyszeć",3,5.79790,3,1.62162
"zatracić",3,5.79790,3,1.62162
"przetrzymywać",3,5.79790,2,1.08108
"zmarginalizować",3,5.79790,1,0.54054
"hab.",3,5.79790,2,1.08108
"zawiadomić",3,5.79790,1,0.54054
"zawiązywać",3,5.79790,2,1.08108
"przystępować",3,5.79790,3,1.62162
"chciałbym",3,5.79790,3,1.62162
"przełamać",3,5.79790,2,1.08108
"zazębiać",3,5.79790,2,1.08108
"przeznaczać",3,5.79790,2,1.08108
"zogniskować",3,5.79790,1,0.54054
"załączyć",3,5.79790,3,1.62162
"nt.",3,5.79790,1,0.54054
"ocaleć",3,5.79790,3,1.62162
"zrobiliśmy",3,5.79790,3,1.62162
"chcieliby",3,5.79790,3,1.62162
"przyśpieszać",3,5.79790,1,0.54054
"zdołać",3,5.79790,2,1.08108
"obciążyć",3,5.79790,3,1.62162
"obdarzyć",3,5.79790,2,1.08108
"odbiegać",3,5.79790,2,1.08108
"zwróciliśmy",3,5.79790,3,1.62162
"zebraliśmy",3,5.79790,3,1.62162
"chciałam",3,5.79790,2,1.08108
"inaugurować",3,5.79790,2,1.08108
"przykazać",3,5.79790,1,0.54054
"sortować",3,5.79790,3,1.62162
"dofinansowywać",3,5.79790,3,1.62162
"zgłębiać",3,5.79790,3,1.62162
"żądać",3,5.79790,3,1.62162
"zinterpretować",3,5.79790,3,1.62162
"realizowaliśmy",3,5.79790,3,1.62162
"przypinać",3,5.79790,2,1.08108
"przyjęłam",3,5.79790,1,0.54054
"zjednoczyć",3,5.79790,2,1.08108
"spajać",3,5.79790,3,1.62162
"rekrutować",3,5.79790,2,1.08108
"oddzielać",3,5.79790,3,1.62162
"dokładać",3,5.79790,2,1.08108
"instalować",3,5.79790,3,1.62162
"przypuszczać",3,5.79790,2,1.08108
"oderwać",3,5.79790,3,1.62162
"rezydować",3,5.79790,2,1.08108
"chodziliśmy",3,5.79790,3,1.62162
"rozbudowywać",3,5.79790,3,1.62162
"odgruzowywać",3,5.79790,1,0.54054
"zmaterializować",3,5.79790,1,0.54054
"przyspieszać",3,5.79790,2,1.08108
"obsadzić",3,5.79790,2,1.08108
"rozdzielać",3,5.79790,2,1.08108
"rozebrać",3,5.79790,3,1.62162
"domyślać",3,5.79790,3,1.62162
"znikać",3,5.79790,2,1.08108
"znormalizować",3,5.79790,1,0.54054
"przysyłać",3,5.79790,2,1.08108
"rozkładać",3,5.79790,2,1.08108
"odmawiać",3,5.79790,2,1.08108
"rozmieścić",3,5.79790,2,1.08108
"rozpatrzyć",3,5.79790,3,1.62162
"rozpowszechnić",3,5.79790,2,1.08108
"odnotowywać",3,5.79790,2,1.08108
"rozrastać",3,5.79790,3,1.62162
"rozstawać",3,5.79790,2,1.08108
"rozstrzelać",3,5.79790,3,1.62162
"rozstać",3,5.79790,2,1.08108
"odradzać",3,5.79790,3,1.62162
"odrodzić",3,5.79790,2,1.08108
"jeść",3,5.79790,3,1.62162
"odróżnić",3,5.79790,2,1.08108
"chwycić",3,5.79790,3,1.62162
"zweryfikować",3,5.79790,1,0.54054
"rubryka",3,5.79790,1,0.54054
"odsyłać",3,5.79790,2,1.08108
"odsłaniać",3,5.79790,3,1.62162
"rysować",3,5.79790,3,1.62162
"odsłonić",3,5.79790,2,1.08108
"zwracałam",3,5.79790,1,0.54054
"odbić",3,5.79790,2,1.08108
"pylić",3,5.79790,2,1.08108
"łamać",3,5.79790,2,1.08108
"karta",3,5.79790,3,1.62162
"scalać",3,5.79790,3,1.62162
"schować",3,5.79790,3,1.62162
"odznaczyć",3,5.79790,2,1.08108
"śnić",3,5.79790,1,0.54054
"sieciowanie",3,5.79790,3,1.62162
"rabować",3,5.79790,1,0.54054
"odzwierciedlić",3,5.79790,1,0.54054
"odciąć",3,5.79790,2,1.08108
"dopytać",3,5.79790,1,0.54054
"biec",3,5.79790,3,1.62162
"odłożyć",3,5.79790,3,1.62162
"reaktywować",3,5.79790,2,1.08108
"skazywać",3,5.79790,2,1.08108
"dopytywać",3,5.79790,2,1.08108
"ps.",3,5.79790,1,0.54054
"их",3,5.79790,2,1.08108
"sklasyfikować",3,5.79790,2,1.08108
"ingerować",3,5.79790,3,1.62162
"skomplikować",2,3.86526,2,1.08108
"doradzać",2,3.86526,2,1.08108
"kisić",2,3.86526,1,0.54054
"kiwać",2,3.86526,2,1.08108
"ogłosiliśmy",2,3.86526,2,1.08108
"cierpieć",2,3.86526,2,1.08108
"skracać",2,3.86526,2,1.08108
"kleić",2,3.86526,2,1.08108
"okazałoby",2,3.86526,1,0.54054
"skłaniać",2,3.86526,2,1.08108
"snuć",2,3.86526,2,1.08108
"spacerować",2,3.86526,2,1.08108
"okryć",2,3.86526,2,1.08108
"spaginowane",2,3.86526,2,1.08108
"doskonalić",2,3.86526,2,1.08108
"kochać",2,3.86526,2,1.08108
"spać",2,3.86526,2,1.08108
"ominąć",2,3.86526,1,0.54054
"omijać",2,3.86526,2,1.08108
"onieśmielać",2,3.86526,2,1.08108
"splatać",2,3.86526,2,1.08108
"spoczywać",2,3.86526,2,1.08108
"dostaliśmy",2,3.86526,2,1.08108
"kolańczuka",2,3.86526,1,0.54054
"operować",2,3.86526,1,0.54054
"spotykaliśmy",2,3.86526,2,1.08108
"spowalniać",2,3.86526,2,1.08108
"spożywać",2,3.86526,2,1.08108
"sprecyzować",2,3.86526,2,1.08108
"kompletować",2,3.86526,2,1.08108
"sprzedać",2,3.86526,2,1.08108
"sprząc",2,3.86526,1,0.54054
"opowieści",2,3.86526,2,1.08108
"sprzątać",2,3.86526,1,0.54054
"oprawić",2,3.86526,2,1.08108
"spytać",2,3.86526,2,1.08108
"spłacić",2,3.86526,1,0.54054
"oprowadzić",2,3.86526,2,1.08108
"ciąć",2,3.86526,2,1.08108
"stacjonować",2,3.86526,2,1.08108
"starzyć",2,3.86526,2,1.08108
"stawić",2,3.86526,2,1.08108
"sterować",2,3.86526,2,1.08108
"cookies",2,3.86526,2,1.08108
"stresować",2,3.86526,1,0.54054
"strumiłły",2,3.86526,1,0.54054
"streścić",2,3.86526,2,1.08108
"strzec",2,3.86526,1,0.54054
"stukać",2,3.86526,1,0.54054
"osadzać",2,3.86526,2,1.08108
"stwierdziliśmy",2,3.86526,2,1.08108
"stwierdziłam",2,3.86526,1,0.54054
"kontrastować",2,3.86526,2,1.08108
"oskarżać",2,3.86526,1,0.54054
"doszliśmy",2,3.86526,2,1.08108
"oskarżyć",2,3.86526,1,0.54054
"szkoli",2,3.86526,1,0.54054
"dotarliśmy",2,3.86526,2,1.08108
"szukałam",2,3.86526,1,0.54054
"szyć",2,3.86526,2,1.08108
"osłabić",2,3.86526,1,0.54054
"testować",2,3.86526,1,0.54054
"brałam",2,3.86526,1,0.54054
"third-party",2,3.86526,2,1.08108
"trafiliśmy",2,3.86526,2,1.08108
"korygować",2,3.86526,1,0.54054
"kosić",2,3.86526,1,0.54054
"kosztować",2,3.86526,2,1.08108
"tworzyliśmy",2,3.86526,2,1.08108
"kować",2,3.86526,1,0.54054
"tytułować",2,3.86526,1,0.54054
"bronić",2,3.86526,2,1.08108
"tętnieć",2,3.86526,2,1.08108
"padać",2,3.86526,2,1.08108
"palić",2,3.86526,2,1.08108
"krzewić",2,3.86526,2,1.08108
"uchodzić",2,3.86526,2,1.08108
"afiliować",2,3.86526,1,0.54054
"ucichnąć",2,3.86526,1,0.54054
"ucierpieć",2,3.86526,2,1.08108
"uderzać",2,3.86526,1,0.54054
"pełnieć",2,3.86526,2,1.08108
"umotywować",2,3.86526,1,0.54054
"dowartościowywać",2,3.86526,2,1.08108
"czaić",2,3.86526,2,1.08108
"pisałam",2,3.86526,1,0.54054
"ujednolicić",2,3.86526,2,1.08108
"kupiłyśmy",2,3.86526,1,0.54054
"pić",2,3.86526,2,1.08108
"ukorzeniać",2,3.86526,2,1.08108
"dowiedziałam",2,3.86526,2,1.08108
"pn.",2,3.86526,1,0.54054
"kwestie",2,3.86526,2,1.08108
"umawiać",2,3.86526,2,1.08108
"umierać",2,3.86526,2,1.08108
"umocować",2,3.86526,2,1.08108
"kąpać",2,3.86526,1,0.54054
"umrzeć",2,3.86526,2,1.08108
"kwitnąć",2,3.86526,2,1.08108
"umykać",2,3.86526,2,1.08108
"umyć",2,3.86526,2,1.08108
"dowieść",2,3.86526,2,1.08108
"pochylać",2,3.86526,2,1.08108
"unieśmiertelniać",2,3.86526,1,0.54054
"unikałam",2,3.86526,1,0.54054
"pochłonąć",2,3.86526,2,1.08108
"albumy",2,3.86526,2,1.08108
"uosobić",2,3.86526,2,1.08108
"upatrywać",2,3.86526,2,1.08108
"pocz.",2,3.86526,1,0.54054
"pociąć",2,3.86526,2,1.08108
"leczyć",2,3.86526,2,1.08108
"początkować",2,3.86526,2,1.08108
"burzyć",2,3.86526,2,1.08108
"upływać",2,3.86526,2,1.08108
"podejrzewać",2,3.86526,2,1.08108
"urzędować",2,3.86526,1,0.54054
"uspołecznić",2,3.86526,1,0.54054
"podjęliśmy",2,3.86526,2,1.08108
"buszować",2,3.86526,1,0.54054
"podkleić",2,3.86526,2,1.08108
"usytuować",2,3.86526,2,1.08108
"usłyszałam",2,3.86526,2,1.08108
"uszyć",2,3.86526,2,1.08108
"utożsamić",2,3.86526,1,0.54054
"uwalniać",2,3.86526,2,1.08108
"podsuwać",2,3.86526,2,1.08108
"uwierzyć",2,3.86526,2,1.08108
"uwierzytelnić",2,3.86526,2,1.08108
"uwikłać",2,3.86526,2,1.08108
"podupadać",2,3.86526,2,1.08108
"uwrażliwić",2,3.86526,2,1.08108
"dryfować",2,3.86526,1,0.54054
"uzależniać",2,3.86526,2,1.08108
"uzgadniać",2,3.86526,1,0.54054
"uzmysłowić",2,3.86526,2,1.08108
"podzielać",2,3.86526,2,1.08108
"pogadać",2,3.86526,2,1.08108
"uśpić",2,3.86526,1,0.54054
"dyktować",2,3.86526,1,0.54054
"pogrążać",2,3.86526,2,1.08108
"wadzić",2,3.86526,2,1.08108
"w.",2,3.86526,2,1.08108
"mianować",2,3.86526,2,1.08108
"wciągać",2,3.86526,2,1.08108
"wbudować",2,3.86526,1,0.54054
"wcielać",2,3.86526,2,1.08108
"wchłaniać",2,3.86526,1,0.54054
"wciągnąć",2,3.86526,2,1.08108
"pokazaliśmy",2,3.86526,2,1.08108
"wczytywać",2,3.86526,2,1.08108
"miałyśmy",2,3.86526,2,1.08108
"wertować",2,3.86526,1,0.54054
"pokierować",2,3.86526,2,1.08108
"pokonać",2,3.86526,2,1.08108
"pokwitować",2,3.86526,2,1.08108
"pokładać",2,3.86526,2,1.08108
"pol.",2,3.86526,2,1.08108
"byłem",2,3.86526,2,1.08108
"więzić",2,3.86526,2,1.08108
"wkomponować",2,3.86526,2,1.08108
"pomalować",2,3.86526,2,1.08108
"pomieścić",2,3.86526,1,0.54054
"wpaść",2,3.86526,2,1.08108
"wkroczyć",2,3.86526,2,1.08108
"pomocne",2,3.86526,2,1.08108
"pompować",2,3.86526,2,1.08108
"wprowadzaliśmy",2,3.86526,2,1.08108
"ponumerować",2,3.86526,1,0.54054
"ponawiać",2,3.86526,2,1.08108
"popadać",2,3.86526,2,1.08108
"wrzucać",2,3.86526,2,1.08108
"wręczyć",2,3.86526,2,1.08108
"moderować",2,3.86526,2,1.08108
"popytać",2,3.86526,2,1.08108
"poprzestać",2,3.86526,2,1.08108
"mogliśmy",2,3.86526,2,1.08108
"dziedziczyć",2,3.86526,2,1.08108
"wybrzmieć",2,3.86526,2,1.08108
"wtrącać",2,3.86526,2,1.08108
"mogliby",2,3.86526,1,0.54054
"byłyśmy",2,3.86526,2,1.08108
"mogłoby",2,3.86526,1,0.54054
"wychować",2,3.86526,2,1.08108
"mogłam",2,3.86526,2,1.08108
"wsłuchiwać",2,3.86526,2,1.08108
"monitorować",2,3.86526,2,1.08108
"wycinać",2,3.86526,1,0.54054
"mogłem",2,3.86526,2,1.08108
"definiowałam",2,3.86526,1,0.54054
"wygasać",2,3.86526,1,0.54054
"wyczyścić",2,3.86526,1,0.54054
"wydaliśmy",2,3.86526,2,1.08108
"wyeliminować",2,3.86526,2,1.08108
"wykadrować",2,3.86526,2,1.08108
"montować",2,3.86526,1,0.54054
"wyemigrować",2,3.86526,2,1.08108
"dzonego",2,3.86526,1,0.54054
"wygospodarować",2,3.86526,1,0.54054
"wykwalifikować",2,3.86526,2,1.08108
"wyliczać",2,3.86526,2,1.08108
"wykazać",2,3.86526,2,1.08108
"wylądować",2,3.86526,2,1.08108
"wykiełkować",2,3.86526,2,1.08108
"wymykać",2,3.86526,2,1.08108
"wykląć",2,3.86526,2,1.08108
"wymóc",2,3.86526,1,0.54054
"nachodzić",2,3.86526,2,1.08108
"poszukiwałam",2,3.86526,1,0.54054
"wypierać",2,3.86526,2,1.08108
"wypisać",2,3.86526,2,1.08108
"powiesić",2,3.86526,2,1.08108
"wypowiedzieć",2,3.86526,2,1.08108
"błogosławić",2,3.86526,1,0.54054
"wypromować",2,3.86526,2,1.08108
"powołaliśmy",2,3.86526,2,1.08108
"nadrobić",2,3.86526,2,1.08108
"wyrabiać",2,3.86526,1,0.54054
"wyremontować",2,3.86526,2,1.08108
"ang.",2,3.86526,1,0.54054
"delegować",2,3.86526,1,0.54054
"educatione",2,3.86526,1,0.54054
"powątpiewać",2,3.86526,2,1.08108
"wymyślić",2,3.86526,2,1.08108
"wyplatać",2,3.86526,2,1.08108
"nagradzać",2,3.86526,2,1.08108
"poznawaliśmy",2,3.86526,2,1.08108
"nagromadzić",2,3.86526,2,1.08108
"nadedrzeć",2,3.86526,1,0.54054
"wyszczególnić",2,3.86526,1,0.54054
"wyszliśmy",2,3.86526,2,1.08108
"deponować",2,3.86526,2,1.08108
"wywozić",2,3.86526,2,1.08108
"wywiązywać",2,3.86526,1,0.54054
"wywrzeć",2,3.86526,2,1.08108
"wyzwalać",2,3.86526,2,1.08108
"wyręczać",2,3.86526,2,1.08108
"wyselekcjonować",2,3.86526,2,1.08108
"wyłuskać",2,3.86526,1,0.54054
"namawiać",2,3.86526,2,1.08108
"wzrosnąć",2,3.86526,1,0.54054
"wędrować",2,3.86526,2,1.08108
"nanosić",2,3.86526,1,0.54054
"nagrywaliśmy",2,3.86526,2,1.08108
"zaaresztować",2,3.86526,1,0.54054
"napiąć",2,3.86526,2,1.08108
"wytyczać",2,3.86526,2,1.08108
"zaburzać",2,3.86526,2,1.08108
"zachowaliśmy",2,3.86526,1,0.54054
"napłynąć",2,3.86526,1,0.54054
"przeciwstawić",2,3.86526,2,1.08108
"wzmiankować",2,3.86526,2,1.08108
"wzruszyć",2,3.86526,2,1.08108
"przeczytałam",2,3.86526,2,1.08108
"zagiąć",2,3.86526,1,0.54054
"zagłosować",2,3.86526,2,1.08108
"filmy",2,3.86526,2,1.08108
"celować",2,3.86526,2,1.08108
"nastawiać",2,3.86526,2,1.08108
"przeglądałam",2,3.86526,2,1.08108
"zakończyliśmy",2,3.86526,2,1.08108
"zakwaterować",2,3.86526,1,0.54054
"zakłócać",2,3.86526,2,1.08108
"zakłamywać",2,3.86526,1,0.54054
"przebarwić",2,3.86526,2,1.08108
"przeanalizować",2,3.86526,2,1.08108
"przekierowywać",2,3.86526,2,1.08108
"naprowadzić",2,3.86526,2,1.08108
"przekopać",2,3.86526,1,0.54054
"natrafić",2,3.86526,1,0.54054
"natrafiłam",2,3.86526,2,1.08108
"zamieszkać",2,3.86526,2,1.08108
"zachwycić",2,3.86526,2,1.08108
"przebudować",2,3.86526,2,1.08108
"fotogra",2,3.86526,1,0.54054
"zamrzeć",2,3.86526,2,1.08108
"przekł",2,3.86526,1,0.54054
"przemawiać",2,3.86526,2,1.08108
"przecierać",2,3.86526,2,1.08108
"przemieszać",2,3.86526,1,0.54054
"fem",2,3.86526,1,0.54054
"przeminąć",2,3.86526,2,1.08108
"naprawiać",2,3.86526,1,0.54054
"zaopiekować",2,3.86526,1,0.54054
"nawiązaliśmy",2,3.86526,2,1.08108
"zagarnąć",2,3.86526,2,1.08108
"przeobrażać",2,3.86526,2,1.08108
"zapełniać",2,3.86526,2,1.08108
"przeoczyć",2,3.86526,2,1.08108
"nazwaliśmy",2,3.86526,2,1.08108
"adnotować",2,3.86526,1,0.54054
"zahamować",2,3.86526,2,1.08108
"zaimplementować",2,3.86526,1,0.54054
"przeplatać",2,3.86526,1,0.54054
"narzekać",2,3.86526,1,0.54054
"zainteresowałam",2,3.86526,2,1.08108
"zainwestować",2,3.86526,1,0.54054
"zaproponowaliśmy",2,3.86526,2,1.08108
"przedłużyć",2,3.86526,2,1.08108
"zaprosiliśmy",2,3.86526,2,1.08108
"przeprowadziliśmy",2,3.86526,2,1.08108
"zapuścić",2,3.86526,2,1.08108
"naświetlić",2,3.86526,2,1.08108
"nastręczać",2,3.86526,1,0.54054
"negować",2,3.86526,2,1.08108
"nia",2,3.86526,1,0.54054
"zasklepić",2,3.86526,2,1.08108
"zalać",2,3.86526,2,1.08108
"zalegać",2,3.86526,2,1.08108
"zastanawiałyśmy",2,3.86526,1,0.54054
"zastosowałam",2,3.86526,1,0.54054
"niepokoić",2,3.86526,2,1.08108
"namierzyć",2,3.86526,2,1.08108
"przekreślać",2,3.86526,2,1.08108
"niezawisłość",2,3.86526,1,0.54054
"zatrzeć",2,3.86526,2,1.08108
"zaniedbywać",2,3.86526,2,1.08108
"zaniepokoić",2,3.86526,2,1.08108
"przewijać",2,3.86526,2,1.08108
